name,colorIdentity,colors,convertedManaCost,edhrecRank,keywords,power,subtypes,text,types
Hollow Specter,['B'],['B'],3.0,15809.0,['Flying'],2,['Specter'],"Flying
Whenever Hollow Specter deals combat damage to a player, you may pay {X}. If you do, that player reveals X cards from their hand and you choose one of them. That player discards that card.",['Creature']
Hollow Warrior,[],[],4.0,23894.0,nan,4,"['Golem', 'Warrior']",Hollow Warrior can't attack or block unless you tap an untapped creature you control not declared as an attacking or blocking creature this combat. (This cost is paid as attackers or blockers are declared.),"['Artifact', 'Creature']"
Hollowborn Barghest,['B'],['B'],7.0,17840.0,nan,7,"['Demon', 'Dog']","At the beginning of your upkeep, if you have no cards in hand, each opponent loses 2 life.
At the beginning of each opponent's upkeep, if that player has no cards in hand, they lose 2 life.",['Creature']
Hollowhenge Beast,['G'],['G'],5.0,15857.0,nan,5,['Beast'],,['Creature']
Hollowhenge Scavenger,['G'],['G'],5.0,22175.0,['Morbid'],4,['Elemental'],"Morbid — When Hollowhenge Scavenger enters the battlefield, if a creature died this turn, you gain 5 life.",['Creature']
Hollowsage,['B'],['B'],4.0,17042.0,nan,2,"['Merfolk', 'Wizard']","Whenever Hollowsage becomes untapped, you may have target player discard a card.",['Creature']
Holy Day,['W'],['W'],1.0,7013.0,nan,,[],Prevent all combat damage that would be dealt this turn.,['Instant']
Holy Justiciar,['W'],['W'],4.0,23154.0,nan,2,"['Human', 'Cleric']","{2}{W}, {T}: Tap target creature. If that creature is a Zombie, exile it.",['Creature']
Holy Mantle,['W'],['W'],4.0,5326.0,['Enchant'],,['Aura'],"Enchant creature
Enchanted creature gets +2/+2 and has protection from creatures.",['Enchantment']
Homarid Explorer,['U'],['U'],4.0,16221.0,['Mill'],3,"['Homarid', 'Scout']","When Homarid Explorer enters the battlefield, target player mills four cards.",['Creature']
Homeward Path,[],[],0.0,734.0,nan,,[],"{T}: Add {C}.
{T}: Each player gains control of all creatures they own.",['Land']
Homicidal Seclusion,['B'],['B'],5.0,15474.0,nan,,[],"As long as you control exactly one creature, that creature gets +3/+1 and has lifelink.",['Enchantment']
Homing Lightning,['R'],['R'],4.0,18466.0,nan,,[],Homing Lightning deals 4 damage to target creature and each other creature with the same name as that creature.,['Instant']
Homing Sliver,['R'],['R'],3.0,4266.0,['Slivercycling'],2,['Sliver'],"Each Sliver card in each player's hand has slivercycling {3}.
Slivercycling {3} ({3}, Discard this card: Search your library for a Sliver card, reveal it, put it into your hand, then shuffle.)",['Creature']
"Homura, Human Ascendant // Homura's Essence",['R'],['R'],6.0,,nan,,[],"Creatures you control get +2/+2 and have flying and ""{R}: This creature gets +1/+0 until end of turn.""",['Enchantment']
Honden of Cleansing Fire,['W'],['W'],4.0,2610.0,nan,,['Shrine'],"At the beginning of your upkeep, you gain 2 life for each Shrine you control.",['Enchantment']
Honden of Infinite Rage,['R'],['R'],3.0,2547.0,nan,,['Shrine'],"At the beginning of your upkeep, Honden of Infinite Rage deals damage to any target equal to the number of Shrines you control.",['Enchantment']
Honden of Life's Web,['G'],['G'],5.0,2600.0,nan,,['Shrine'],"At the beginning of your upkeep, create a 1/1 colorless Spirit creature token for each Shrine you control.",['Enchantment']
Honden of Night's Reach,['B'],['B'],4.0,2583.0,nan,,['Shrine'],"At the beginning of your upkeep, target opponent discards a card for each Shrine you control.",['Enchantment']
Honden of Seeing Winds,['U'],['U'],5.0,2595.0,nan,,['Shrine'],"At the beginning of your upkeep, draw a card for each Shrine you control.",['Enchantment']
Honed Khopesh,[],[],1.0,12986.0,['Equip'],,['Equipment'],"Equipped creature gets +1/+1.
Equip {1} ({1}: Attach to target creature you control. Equip only as a sorcery.)",['Artifact']
Honey Mammoth,['G'],['G'],6.0,15981.0,nan,6,['Elephant'],"When Honey Mammoth enters the battlefield, you gain 4 life.",['Creature']
Honor Guard,['W'],['W'],1.0,22545.0,nan,1,"['Human', 'Soldier']",{W}: Honor Guard gets +0/+1 until end of turn.,['Creature']
Honor of the Pure,['W'],['W'],2.0,4696.0,nan,,[],White creatures you control get +1/+1.,['Enchantment']
Honor the Fallen,['W'],['W'],2.0,15522.0,nan,,[],Exile all creature cards from all graveyards. You gain 1 life for each card exiled this way.,['Instant']
Honor the God-Pharaoh,['R'],['R'],3.0,9195.0,['Amass'],,[],"As an additional cost to cast this spell, discard a card.
Draw two cards. Amass 1. (Put a +1/+1 counter on an Army you control. If you don't control one, create a 0/0 black Zombie Army creature token first.)",['Sorcery']
Honor's Reward,['W'],['W'],3.0,18865.0,['Bolster'],,[],You gain 4 life. Bolster 2. (Choose a creature with the least toughness among creatures you control and put two +1/+1 counters on it.),['Instant']
Honor-Worn Shaku,[],[],3.0,3299.0,nan,,[],"{T}: Add {C}.
Tap an untapped legendary permanent you control: Untap Honor-Worn Shaku.",['Artifact']
Honorable Passage,['W'],['W'],2.0,19078.0,nan,,[],"The next time a source of your choice would deal damage to any target this turn, prevent that damage. If damage from a red source is prevented this way, Honorable Passage deals that much damage to the source's controller.",['Instant']
Honorable Scout,['W'],['W'],1.0,20684.0,nan,1,"['Human', 'Soldier', 'Scout']","When Honorable Scout enters the battlefield, you gain 2 life for each black and/or red creature target opponent controls.",['Creature']
Honored Crop-Captain,"['R', 'W']","['R', 'W']",2.0,6720.0,nan,3,"['Human', 'Warrior']","Whenever Honored Crop-Captain attacks, other attacking creatures get +1/+0 until end of turn.",['Creature']
Honored Hierarch,['G'],['G'],1.0,10726.0,['Renown'],1,"['Human', 'Druid']","Renown 1 (When this creature deals combat damage to a player, if it isn't renowned, put a +1/+1 counter on it and it becomes renowned.)
As long as Honored Hierarch is renowned, it has vigilance and ""{T}: Add one mana of any color.""",['Creature']
Honored Hydra,['G'],['G'],6.0,11030.0,"['Embalm', 'Trample']",6,"['Snake', 'Hydra']","Trample
Embalm {3}{G} ({3}{G}, Exile this card from your graveyard: Create a token that's a copy of it, except it's a white Zombie Snake Hydra with no mana cost. Embalm only as a sorcery.)",['Creature']
Hooded Assassin,['B'],['B'],3.0,13790.0,nan,1,"['Human', 'Assassin']","When Hooded Assassin enters the battlefield, choose one —
• Put a +1/+1 counter on Hooded Assassin.
• Destroy target creature that was dealt damage this turn.",['Creature']
Hooded Blightfang,['B'],['B'],3.0,4650.0,['Deathtouch'],1,['Snake'],"Deathtouch
Whenever a creature you control with deathtouch attacks, each opponent loses 1 life and you gain 1 life.
Whenever a creature you control with deathtouch deals damage to a planeswalker, destroy that planeswalker.",['Creature']
Hooded Brawler,['G'],['G'],3.0,20114.0,['Exert'],3,"['Naga', 'Warrior']","You may exert Hooded Brawler as it attacks. When you do, it gets +2/+2 until end of turn. (An exerted creature won't untap during your next untap step.)",['Creature']
Hooded Horror,['B'],['B'],5.0,19573.0,nan,4,['Horror'],Hooded Horror can't be blocked as long as defending player controls the most creatures or is tied for the most.,['Creature']
Hooded Kavu,"['B', 'R']",['R'],3.0,21969.0,nan,2,['Kavu'],{B}: Hooded Kavu gains fear until end of turn. (It can't be blocked except by artifact creatures and/or black creatures.),['Creature']
Hoodwink,['U'],['U'],2.0,17462.0,nan,,[],"Return target artifact, enchantment, or land to its owner's hand.",['Instant']
Hoof Skulkin,[],[],3.0,13238.0,nan,2,['Scarecrow'],{3}: Target green creature gets +1/+1 until end of turn.,"['Artifact', 'Creature']"
Hope Against Hope,['W'],['W'],3.0,14099.0,['Enchant'],,['Aura'],"Enchant creature
Enchanted creature gets +1/+1 for each creature you control.
As long as enchanted creature is a Human, it has first strike.",['Enchantment']
Hope Charm,['W'],['W'],1.0,19943.0,nan,,[],"Choose one —
• Target creature gains first strike until end of turn.
• Target player gains 2 life.
• Destroy target Aura.",['Instant']
Hope and Glory,['W'],['W'],2.0,20496.0,nan,,[],Untap two target creatures. Each of them gets +1/+1 until end of turn.,['Instant']
Hope of Ghirapur,[],[],1.0,1598.0,['Flying'],1,['Thopter'],"Flying
Sacrifice Hope of Ghirapur: Until your next turn, target player who was dealt combat damage by Hope of Ghirapur this turn can't cast noncreature spells.","['Artifact', 'Creature']"
Hopeful Eidolon,['W'],['W'],1.0,10216.0,"['Bestow', 'Lifelink']",1,['Spirit'],"Bestow {3}{W} (If you cast this card for its bestow cost, it's an Aura spell with enchant creature. It becomes a creature again if it's not attached to a creature.)
Lifelink (Damage dealt by this creature also causes you to gain that much life.)
Enchanted creature gets +1/+1 and has lifelink.","['Enchantment', 'Creature']"
Hopping Automaton,[],[],3.0,22847.0,nan,2,['Construct'],{0}: Hopping Automaton gets -1/-1 and gains flying until end of turn.,"['Artifact', 'Creature']"
Horde Ambusher,['R'],['R'],2.0,22752.0,['Morph'],2,"['Human', 'Berserker']","Whenever Horde Ambusher blocks, it deals 1 damage to you.
Morph—Reveal a red card in your hand. (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)
When Horde Ambusher is turned face up, target creature can't block this turn.",['Creature']
Horde of Boggarts,['R'],['R'],4.0,13131.0,['Menace'],*,['Goblin'],"Menace (This creature can't be blocked except by two or more creatures.)
Horde of Boggarts's power and toughness are each equal to the number of red permanents you control.",['Creature']
Horde of Notions,"['B', 'G', 'R', 'U', 'W']","['B', 'G', 'R', 'U', 'W']",5.0,8728.0,"['Haste', 'Trample', 'Vigilance']",5,['Elemental'],"Vigilance, trample, haste
{W}{U}{B}{R}{G}: You may play target Elemental card from your graveyard without paying its mana cost.",['Creature']
Hordeling Outburst,['R'],['R'],3.0,1845.0,nan,,[],Create three 1/1 red Goblin creature tokens.,['Sorcery']
Horizon Canopy,"['G', 'W']",[],0.0,2044.0,nan,,[],"{T}, Pay 1 life: Add {G} or {W}.
{1}, {T}, Sacrifice Horizon Canopy: Draw a card.",['Land']
Horizon Drake,['U'],['U'],3.0,21816.0,"['Flying', 'Protection']",3,['Drake'],"Flying, protection from lands",['Creature']
Horizon Seed,['W'],['W'],5.0,18078.0,nan,2,['Spirit'],"Whenever you cast a Spirit or Arcane spell, regenerate target creature.",['Creature']
Horizon Spellbomb,['G'],[],1.0,11018.0,nan,,[],"{2}, {T}, Sacrifice Horizon Spellbomb: Search your library for a basic land card, reveal it, put it into your hand, then shuffle.
When Horizon Spellbomb is put into a graveyard from the battlefield, you may pay {G}. If you do, draw a card.",['Artifact']
Horn of Deafening,[],[],4.0,19330.0,nan,,[],"{2}, {T}: Prevent all combat damage that would be dealt by target creature this turn.",['Artifact']
Horn of Plenty,[],[],6.0,16146.0,nan,,[],"Whenever a player casts a spell, they may pay {1}. If the player does, they draw a card at the beginning of the next end step.",['Artifact']
Horn of Ramos,['G'],[],3.0,16648.0,nan,,[],"{T}: Add {G}.
Sacrifice Horn of Ramos: Add {G}.",['Artifact']
Hornbash Mentor,['G'],['G'],3.0,7070.0,nan,3,"['Human', 'Warrior']","When Hornbash Mentor enters the battlefield, put a trample counter on target non-Human creature you control.
{2}{G}, {T}: Put a +1/+1 counter on each creature you control with trample.",['Creature']
Horncaller's Chant,['G'],['G'],8.0,17841.0,['Populate'],,[],"Create a 4/4 green Rhino creature token with trample, then populate. (Create a token that's a copy of a creature token you control.)",['Sorcery']
Horned Cheetah,"['G', 'W']","['G', 'W']",4.0,21278.0,nan,2,['Cat'],"Whenever Horned Cheetah deals damage, you gain that much life.",['Creature']
Horned Helm,['G'],[],2.0,13841.0,['Equip'],,['Equipment'],"Equipped creature gets +1/+1 and has trample.
{G}{G}: Attach Horned Helm to target creature you control.
Equip {1} ({1}: Attach to target creature you control. Equip only as a sorcery.)",['Artifact']
Horned Kavu,"['G', 'R']","['G', 'R']",2.0,16187.0,nan,3,['Kavu'],"When Horned Kavu enters the battlefield, return a red or green creature you control to its owner's hand.",['Creature']
Horned Sliver,['G'],['G'],3.0,5672.0,nan,2,['Sliver'],All Sliver creatures have trample.,['Creature']
Horned Troll,['G'],['G'],3.0,21528.0,nan,2,['Troll'],{G}: Regenerate Horned Troll.,['Creature']
Hornet Cannon,[],[],4.0,19329.0,nan,,[],"{3}, {T}: Create a 1/1 colorless Insect artifact creature token with flying and haste named Hornet. Destroy it at the beginning of the next end step.",['Artifact']
Hornet Harasser,['B'],['B'],4.0,22406.0,nan,2,"['Goblin', 'Shaman']","When Hornet Harasser dies, target creature gets -2/-2 until end of turn.",['Creature']
Hornet Sting,['G'],['G'],1.0,18881.0,nan,,[],Hornet Sting deals 1 damage to any target.,['Instant']
Hornswoggle,['U'],['U'],3.0,5920.0,nan,,[],"Counter target creature spell. You create a Treasure token. (It's an artifact with ""{T}, Sacrifice this artifact: Add one mana of any color."")",['Instant']
Horobi's Whisper,['B'],['B'],3.0,15038.0,['Splice'],,['Arcane'],"If you control a Swamp, destroy target nonblack creature.
Splice onto Arcane—Exile four cards from your graveyard. (As you cast an Arcane spell, you may reveal this card from your hand and pay its splice cost. If you do, add this card's effects to that spell.)",['Instant']
"Horobi, Death's Wail",['B'],['B'],4.0,9378.0,['Flying'],4,['Spirit'],"Flying
Whenever a creature becomes the target of a spell or ability, destroy that creature.",['Creature']
Horrible Hordes,[],[],3.0,22716.0,['Rampage'],2,['Spirit'],"Rampage 1 (Whenever this creature becomes blocked, it gets +1/+1 until end of turn for each creature blocking it beyond the first.)","['Artifact', 'Creature']"
Horribly Awry,['U'],[],2.0,14016.0,['Devoid'],,[],"Devoid (This card has no color.)
Counter target creature spell with mana value 4 or less. If that spell is countered this way, exile it instead of putting it into its owner's graveyard.",['Instant']
Horrifying Revelation,['B'],['B'],1.0,16960.0,['Mill'],,[],"Target player discards a card, then mills a card.",['Sorcery']
Horror of Horrors,['B'],['B'],5.0,20250.0,nan,,[],"Sacrifice a Swamp: Regenerate target black creature. (The next time that creature would be destroyed this turn, it isn't. Instead tap it, remove all damage from it, and remove it from combat.)",['Enchantment']
Horror of the Broken Lands,['B'],['B'],5.0,10444.0,['Cycling'],4,['Horror'],"Whenever you cycle or discard another card, Horror of the Broken Lands gets +2/+1 until end of turn.
Cycling {B} ({B}, Discard this card: Draw a card.)",['Creature']
Horror of the Dim,"['B', 'U']",['B'],5.0,19944.0,nan,3,['Horror'],{U}: Horror of the Dim gains hexproof until end of turn. (It can't be the target of spells or abilities your opponents control.),['Creature']
